NDN,0.0,-7.183908045971243e-05,7.184424168404924e-05,7.183908045993448e-05
NANO,0.0,0.0,0.0,0.0
GAS,0.0,0.005714285714285783,0.0,0.0
STORM,0.0,0.0,0.0,0.0
GNT,3.520754849861696e-05,-5.280946345598281e-05,0.0,-0.0014963471525392125
MDT,0.0,0.0,0.0,0.00011075423634943071
MCO,0.0,0.0,0.0,0.0
EVED,-0.03184209037950325,0.021906764808973023,0.0,0.010918653175555848
ONG,-0.0007437796533205088,0.0006816525765684922,2.348924975348332e-05,0.00012527305611431672
TRB,0.0,0.0,-0.0018382352941177516,0.0
DOT,-0.00029837386244957464,-7.461572899580826e-05,7.462129691826469e-05,7.461572899569724e-05
KICKS,-8.505715841100603e-06,-5.954051732204313e-05,3.402517863237975e-05,0.0001190840733555909
CODEO,4.903417988799674e-05,-5.6692990601292514e-05,-4.596989584770839e-06,0.00015936303819508169
STAKE,0.0,0.0,0.0,0.0
CHR,5.537865153004695e-05,-5.5375584904870934e-05,-2.768932576480143e-05,0.00016614055490937751
KCS,-0.00031671498461793846,-5.622661054105471e-05,2.811488607523671e-05,0.0002227501424627576
WTC,0.0002344171218264801,-0.0007916233747632395,0.000273639166364692,-0.00012245259521348473
DCR,0.0,0.0,0.0,0.0
CVC,3.354128932708811e-05,-6.708032869351399e-05,0.0,0.003320699023915852
PAX,0.0,0.0,0.0,0.0
BDP,0.0,0.0,0.0,0.00012810658467832248
ABT,0.001690372757847669,-5.246176848627826e-05,-8.744086811396379e-06,-0.0014865077560727302
AION,4.419264457622418e-05,-5.3028830007351146e-05,0.0,0.00015909492663945812
